intersection_1_1,intersection_1_2,intersection_1_3,intersection_1_4,intersection_2_1,intersection_2_2,intersection_2_3,intersection_2_4,intersection_3_1,intersection_3_2,intersection_3_3,intersection_3_4,intersection_4_1,intersection_4_2,intersection_4_3,intersection_4_4
0.0,3.0,0.0,2.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0000000000000004,2.0,0.0,1.9999999999999998
0.0,3.0,0.0,2.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0000000000000004,2.0,0.0,1.9999999999999998
1.0,3.0,0.0,3.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0000000000000004,2.0,0.0,1.9999999999999998
0.0,3.0,0.0,3.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0000000000000004,2.0,0.0,1.9999999999999998
1.0,3.0,0.0,3.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0000000000000004,2.0,0.0,1.9999999999999998
1.0,3.0,0.0,3.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0000000000000004,2.0,0.0,1.9999999999999998
1.0,3.0,0.0,3.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9999999999999996,2.0,0.0,1.9999999999999998
1.0,3.0,0.0,3.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9999999999999996,2.0,0.0,1.9999999999999998
1.0,3.0,1.0,3.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,1.9999999999999998
1.0,3.0,1.0,2.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9999999999999996,2.0,1.0,1.9999999999999998
1.0,3.0,1.0,2.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9999999999999996,2.0,1.0,1.9999999999999998
1.0,3.0,2.0,2.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9999999999999996,2.0,1.0,1.9999999999999998
1.0,3.0,2.0,2.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9999999999999996,2.0,1.0,2.9999999999999996
1.0,3.0,2.0,2.9999999999999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9999999999999996,2.0,1.0,2.9999999999999996
1.0,3.0,2.0,2.9999999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,2.0,1.0,2.9999999999999996
1.9999999999999998,3.0,2.0,2.9999999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,2.0,1.0,2.9999999999999996
1.9999999999999998,3.0,2.0,2.9999999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,3.0,1.0,2.9999999999999996
1.0,3.0,2.0,2.9999999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,3.0,0.0,2.9999999999999996
1.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,3.0,0.0,2.9999999999999996
1.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,3.0,0.0,2.9999999999999996
1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,3.0,0.0,2.9999999999999996
1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.9999999999999996,3.0,0.0,2.9999999999999996
1.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,2.9999999999999996
1.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,2.9999999999999996
1.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,2.9999999999999996
1.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.9999999999999996,3.0,1.0,2.9999999999999996
1.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,3.0,1.9999999999999998,1.0
1.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,3.0,1.9999999999999998,1.0
1.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,3.0,2.9999999999999996,0.0
1.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.9999999999999996,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,4.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,4.0,2.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,2.9999999999999996,2.0,5.999999999999999,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.9999999999999996,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,2.9999999999999996,2.9999999999999996,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.9999999999999996,3.0,2.9999999999999996,1.0
1.1102230246251565e-16,2.9999999999999996,2.9999999999999996,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.9999999999999996,3.0,2.9999999999999996,1.0
1.1102230246251565e-16,2.9999999999999996,2.9999999999999996,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.9999999999999996,3.0,2.9999999999999996,1.0
1.1102230246251565e-16,2.9999999999999996,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.9999999999999996,3.0,2.9999999999999996,1.0
1.1102230246251565e-16,2.9999999999999996,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,2.9999999999999996,1.0
1.1102230246251565e-16,4.0,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,2.9999999999999996,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,4.0,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,2.9999999999999996,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,2.9999999999999996,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,4.0,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,4.0,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,2.9999999999999996,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,4.0,2.9999999999999996,3.0,2.0,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,2.9999999999999996,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,4.999999999999999,2.9999999999999996,3.0,1.9999999999999998,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,2.9999999999999996,3.0,2.9999999999999996,0.0
1.1102230246251565e-16,4.999999999999999,2.9999999999999996,3.0,1.9999999999999998,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,2.9999999999999996,2.0,2.9999999999999996,0.0
1.0,2.0,2.9999999999999996,3.0,1.0,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,2.9999999999999996,3.0,2.9999999999999996,1.0
1.0,2.0,2.9999999999999996,3.0,1.0,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,2.9999999999999996,3.0,2.9999999999999996,1.1102230246251565e-16
1.0,2.0,2.9999999999999996,3.0,1.1102230246251565e-16,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.9999999999999998,3.0,2.9999999999999996,1.1102230246251565e-16
1.0,2.0,2.9999999999999996,3.0,1.1102230246251565e-16,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,1.9999999999999998,0.0
1.9999999999999998,3.0,2.9999999999999996,3.0,1.0,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,0.0,1.0,3.0,1.9999999999999998,1.0
1.9999999999999998,3.0,2.9999999999999996,3.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,4.0,1.9999999999999998,1.0
1.9999999999999998,3.0,2.9999999999999996,3.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.9999999999999998,3.0,1.9999999999999998,1.0
1.9999999999999998,3.0,2.9999999999999996,2.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.9999999999999998,3.0,1.9999999999999998,1.0
3.0000000000000004,3.0,2.9999999999999996,2.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.9999999999999998,3.0,1.9999999999999998,1.0
4.0,3.0,3.9999999999999996,0.9999999999999999,2.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0,0.0,1.0,5.999999999999999,3.0,1.9999999999999998,0.0
4.0,4.0,3.9999999999999996,0.9999999999999999,2.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0,0.0,0.0,5.999999999999999,3.0,1.9999999999999998,0.0
4.0,4.0,3.9999999999999996,0.9999999999999999,2.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0,0.0,0.0,5.999999999999999,2.0,1.0,0.0
4.0,4.0,3.9999999999999996,0.9999999999999999,2.0,0.0,0.0,1.0,3.3306690738754696e-16,0.0,0.0,0.0,4.0,0.9999999999999999,1.0,0.0
4.0,4.0,3.9999999999999996,0.9999999999999999,4.0,0.0,0.0,1.0,3.3306690738754696e-16,0.0,0.0,0.0,4.0,1.1102230246251565e-16,1.0,0.0
4.0,4.0,2.9999999999999996,0.9999999999999999,4.0,0.0,0.0,1.0,3.3306690738754696e-16,0.0,0.0,1.0,2.0,1.1102230246251565e-16,2.0,0.0
4.0,3.0,2.9999999999999996,0.9999999999999999,4.0,0.0,0.0,1.0,3.3306690738754696e-16,0.0,0.0,1.0,3.0000000000000004,1.0000000000000002,2.0,0.0
4.0,3.0,2.0,0.9999999999999997,4.0,0.0,0.0,1.0,0.9999999999999998,0.0,0.0,1.0,0.9999999999999998,1.0000000000000002,2.0,0.0
4.0,3.0,2.0,0.9999999999999997,4.0,0.0,0.0,1.0,0.9999999999999998,0.0,0.0,1.0,0.9999999999999998,1.0000000000000002,2.0,0.0
4.999999999999999,3.0,2.0,0.9999999999999997,4.0,0.0,0.0,1.0,3.3306690738754696e-16,0.0,0.0,1.0,0.9999999999999998,1.0000000000000002,4.0,0.0
4.999999999999999,3.0,2.0,0.9999999999999997,3.0,0.0,0.0,1.0,1.0000000000000002,0.0,0.0,1.0,5.551115123125783e-16,1.0000000000000002,4.0,1.0
4.999999999999999,3.0,2.9999999999999996,0.9999999999999999,3.0,0.0,0.0,1.0,7.771561172376096e-16,0.0,0.0,1.0,3.3306690738754696e-16,1.0000000000000002,4.0,1.0
4.999999999999999,3.0,2.9999999999999996,0.9999999999999999,3.0,0.0,0.0,1.0,7.771561172376096e-16,0.0,0.0,1.0,5.551115123125783e-16,1.0000000000000002,4.0,1.0
3.0000000000000004,3.0,2.9999999999999996,0.9999999999999999,3.0,0.0,0.0,1.0,0.9999999999999993,0.0,0.0,1.9999999999999998,1.9999999999999998,1.0000000000000002,4.0,1.0
3.0000000000000004,3.0,2.9999999999999996,0.9999999999999999,3.0,0.0,0.0,1.0,0.9999999999999993,0.0,0.0,1.9999999999999998,1.9999999999999998,2.0,4.0,1.0
1.9999999999999996,3.0,2.9999999999999996,0.9999999999999999,3.0,0.0,0.0,1.0,0.9999999999999993,0.0,0.0,1.9999999999999998,2.0,3.0,4.0,1.0
1.9999999999999996,3.0,2.9999999999999996,0.9999999999999999,3.0,0.0,0.0,1.0,0.9999999999999993,0.0,0.0,3.0,2.0,3.0,4.0,0.0
1.9999999999999996,3.0,2.9999999999999996,0.9999999999999999,3.0,0.0,0.0,0.0,0.9999999999999993,0.0,0.0,3.0,2.0,3.0,4.0,1.0
0.9999999999999996,3.0,2.9999999999999996,0.9999999999999999,3.0,0.0,0.0,0.0,2.9999999999999996,0.0,0.0,3.0,2.999999999999999,3.0,4.0,1.0
1.9999999999999996,3.0,1.9999999999999998,1.6653345369377348e-16,3.0,0.0,0.0,0.0,2.9999999999999996,0.0,0.0,3.0,4.000000000000001,3.0,4.999999999999999,1.0
1.9999999999999996,3.0,1.9999999999999998,1.6653345369377348e-16,3.0,0.0,0.0,0.0,2.9999999999999996,0.0,0.0,3.0,4.000000000000001,3.0,6.000000000000001,1.0
1.9999999999999996,3.999999999999999,1.1102230246251565e-16,1.6653345369377348e-16,3.0,0.0,0.0,0.0,2.9999999999999996,0.0,0.0,3.0,6.000000000000001,3.0,6.000000000000001,1.0
2.9999999999999996,3.999999999999999,1.1102230246251565e-16,1.0000000000000002,3.0,0.0,0.0,0.0,2.9999999999999996,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,6.000000000000001,1.0
2.9999999999999996,3.999999999999999,1.1102230246251565e-16,1.0000000000000002,3.0,0.0,0.0,0.0,2.9999999999999996,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,7.000000000000001,1.0
3.0,3.999999999999999,1.1102230246251565e-16,3.0,1.9999999999999998,0.0,0.0,0.0,2.9999999999999996,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,7.000000000000001,1.0
4.0,3.999999999999999,1.1102230246251565e-16,3.0,1.9999999999999998,0.0,0.0,1.0,1.9999999999999996,0.0,0.0,1.9999999999999998,5.000000000000001,3.0,7.000000000000001,1.0
4.0,3.999999999999999,1.1102230246251565e-16,3.0,1.9999999999999998,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,1.9999999999999998,5.000000000000001,3.0,7.000000000000001,1.0
4.0,3.999999999999999,0.9999999999999998,3.0000000000000004,1.9999999999999998,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,1.9999999999999998,5.000000000000001,3.0,8.0,1.0
4.0,3.999999999999999,1.1102230246251565e-16,4.0,1.9999999999999998,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,3.0,5.000000000000001,3.0,8.0,1.0
4.0,5.000000000000001,1.1102230246251565e-16,5.0,1.9999999999999998,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,1.9999999999999998,5.000000000000001,3.0,8.0,1.0
5.0,4.0,1.1102230246251565e-16,4.0,1.0000000000000002,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,1.0000000000000002,3.0,8.0,1.0
5.0,4.0,1.1102230246251565e-16,4.0,1.0000000000000002,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.220446049250313e-16,3.0,8.0,1.0
5.0,5.0,1.1102230246251565e-16,4.0,1.0000000000000002,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,2.220446049250313e-16,3.0,5.999999999999999,1.0
5.0,5.0,1.1102230246251565e-16,4.0,1.0000000000000002,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,0.9999999999999992,3.0,5.999999999999999,1.0
5.0,5.0,1.1102230246251565e-16,4.0,1.0000000000000002,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,1.0,7.771561172376096e-16,3.0,5.999999999999999,1.0
4.0,5.0,1.1102230246251565e-16,4.000000000000001,3.0,0.0,0.0,1.0,1.9999999999999996,0.0,0.0,1.9999999999999998,4.000000000000003,3.0,6.999999999999998,1.0000000000000002
4.0,5.0,1.1102230246251565e-16,4.000000000000001,3.0,0.0,0.0,1.0,1.9999999999999996,0.0,0.0,1.9999999999999998,4.000000000000003,3.0,6.999999999999998,1.0
5.0,5.0,1.0,4.000000000000001,3.0,0.0,0.0,1.0,1.9999999999999996,0.0,0.0,1.9999999999999998,4.000000000000003,3.0,6.999999999999998,1.0
5.0,5.0,1.0,4.000000000000001,3.0,0.0,0.0,1.0,1.9999999999999996,0.0,0.0,1.9999999999999998,4.000000000000003,3.0,6.999999999999998,1.0
5.0,5.0,2.0,6.000000000000001,2.0,0.0,0.0,1.9999999999999998,3.0,0.0,0.0,1.9999999999999998,6.000000000000002,3.0,6.999999999999998,1.0
5.0,5.0,1.0,6.000000000000001,2.0,0.0,0.0,1.9999999999999998,3.0,0.0,0.0,2.9999999999999996,5.999999999999999,3.0,6.999999999999998,3.0000000000000004
5.0,5.0,1.0,7.0,2.0,0.0,0.0,1.9999999999999998,3.999999999999999,0.0,0.0,2.9999999999999996,6.000000000000001,3.0,6.999999999999998,3.0000000000000004
5.0,5.0,1.0,7.0,2.0,0.0,0.0,1.9999999999999998,3.999999999999999,0.0,0.0,2.9999999999999996,6.000000000000001,3.0,5.999999999999998,3.0000000000000004
5.0,4.999999999999999,1.0,8.0,2.0,0.0,0.0,3.0,3.999999999999999,0.0,0.0,2.9999999999999996,6.000000000000001,3.0,4.999999999999999,3.0000000000000004
5.0,6.0,1.0,8.0,2.0,0.0,0.0,3.0,3.9999999999999973,0.0,0.0,2.9999999999999996,6.000000000000002,3.0,4.999999999999999,3.0000000000000004
5.0,6.0,1.0,8.0,2.0,0.0,0.0,3.0,3.9999999999999973,0.0,0.0,1.9999999999999998,6.000000000000002,3.0,4.999999999999999,2.0000000000000004
4.0,6.0,1.0,8.0,2.0,0.0,0.0,1.9999999999999998,3.9999999999999973,0.0,0.0,1.9999999999999998,6.000000000000002,3.0,4.000000000000001,2.0
4.0,6.0,1.0,8.0,2.0,0.0,0.0,3.0,3.9999999999999973,0.0,0.0,1.9999999999999998,6.000000000000002,3.0,4.000000000000001,2.0
4.0,6.0,1.0,8.0,2.0,0.0,0.0,3.0,3.999999999999999,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,1.9999999999999998,2.0
4.0,6.999999999999999,1.0,8.0,2.0,0.0,0.0,3.0,3.999999999999999,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,1.9999999999999998,2.0
3.9999999999999996,6.999999999999999,1.0,8.0,2.0,0.0,0.0,3.0,3.999999999999999,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,1.9999999999999998,2.0
3.9999999999999996,6.999999999999999,1.0,7.000000000000001,2.0,0.0,0.0,3.0,3.999999999999999,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,1.9999999999999998,2.0
4.999999999999999,6.999999999999999,1.0,7.000000000000001,2.0,0.0,0.0,3.0,3.9999999999999982,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,1.9999999999999998,3.0000000000000004
3.9999999999999996,6.999999999999999,2.0,6.0,2.0,0.0,0.0,3.0,3.9999999999999982,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,1.9999999999999998,3.0000000000000004
3.9999999999999996,6.999999999999999,2.0,6.0,2.0,0.0,0.0,4.000000000000001,3.9999999999999982,0.0,0.0,1.9999999999999998,6.000000000000001,3.0,1.9999999999999998,3.0000000000000004
3.9999999999999996,7.999999999999999,2.0,6.0,2.0,0.0,0.0,3.0,3.9999999999999982,0.0,0.0,1.9999999999999998,7.0,3.0,1.9999999999999998,3.0000000000000004
4.0,7.999999999999999,2.0,6.0,3.0,0.0,0.0,3.0,3.9999999999999982,0.0,0.0,1.9999999999999998,7.0,3.0,1.9999999999999998,3.0000000000000004
2.9999999999999996,6.999999999999999,2.0,5.0,3.0,0.0,0.0,3.0,3.9999999999999982,0.0,0.0,1.9999999999999998,7.0,3.0,1.9999999999999998,3.0000000000000004
1.9999999999999991,5.999999999999999,2.0,5.0,2.0000000000000004,0.0,0.0,1.9999999999999998,3.9999999999999982,0.0,0.0,1.9999999999999998,7.0,3.0,1.9999999999999998,3.0000000000000004
